,Index,WaveletSystemType,RefinableMaskInfo,DualRefinableMaskInfo,SymmetryInfo,DilationMatrixInfo,WaveletMaskAmount,SR,DualSR,ValidPRP,SourceInfo,Level,TestImg,PSNR_gaussian_bayes,SSIM_gaussian_bayes,PSNR_snp_bayes,SSIM_snp_bayes,PSNR_gaussian_visu,SSIM_gaussian_visu,PSNR_snp_visu,SSIM_snp_visu
114,D1_IN_04_HR_BI_NS_FR,Dual Wavelet Frame,Haar,Biorthogonal In The Same Support,No Symmetry,DyadicNonStandard,3,1,1,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.515866581250894,0.2911565768691378,11.42199180264187,0.19062636416712836,29.993826735035,0.8056679143252481,29.993826735035,0.8056679143252481
115,D1_IN_04_HR_BI_NS_OB,ONB,Haar,Biorthogonal In The Same Support,No Symmetry,DyadicNonStandard,3,1,1,True,Thesis,5,lenna.bmp,18.57726656414438,0.2947376781285665,11.416509914389199,0.1895842891653548,29.861061133029278,0.7976672529142783,29.861061133029278,0.7976672529142783
116,Q0_IN_17_R3_DF_D4_FL,Frame-like Dual Wavelet System,Best In Rhomb-3,Delta Function,D4,QuincunxRotation,1,4,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.569738112079854,0.2958876489726793,11.37823200252118,0.18618685378266778,33.65491412399565,0.8937608736740836,33.65491412399565,0.8937608736740836
117,Q0_IN_17_R3_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In Rhomb-3,2-Compatible In Rhomb-1,D4,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.796860857486585,0.2891676458440851,11.45272932034851,0.19293821727925023,34.888683067401196,0.9199273845835529,34.888683067401196,0.9199273845835529
118,Q0_IN_17_R3_4C_D4_FLL2,Frame-like Dual Wavelet System,Best In Rhomb-3,4-Compatible In Cube-1,D4,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.61535345755903,0.2944427910871736,11.421235678041409,0.19044067686082372,37.887112113145406,0.9510861052303239,37.887112113145406,0.9510861052303239
119,Q0_IN_17_R3_BI_D4_FS,Dual Wavelet Frame In Sobolev Spaces,Best In Rhomb-3,Biorthogonal In Rhomb-4,D4,QuincunxRotation,1,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.57084415581244,0.2960260914296914,11.46493287158236,0.1878498023558334,35.3985879366879,0.9145263185789233,35.3985879366879,0.9145263185789233
120,Q1_IN_17_R3_DF_D4_FL,Frame-like Dual Wavelet System,Best In Rhomb-3,Delta Function,D4,QuincunxReflection,1,4,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.587403094347604,0.29561990597709,11.40595090055983,0.1889317640028025,33.65491412399565,0.8937608736740922,33.65491412399565,0.8937608736740922
121,Q1_IN_17_R3_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In Rhomb-3,2-Compatible In Rhomb-1,D4,QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.77085540985639,0.2871340411401799,11.476851961262199,0.195222814863973,34.888683067401196,0.919927384583575,34.888683067401196,0.919927384583575
122,Q0_IN_17_R3_4C_D4_FLL2,Frame-like Dual Wavelet System,Best In Rhomb-3,4-Compatible In Cube-1,D4,QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.636161979795563,0.29637391401081137,11.457555025802417,0.1917064183972431,37.887112113145406,0.9510861052302857,37.887112113145406,0.9510861052302857
123,Q1_IN_17_R3_BI_D4_FS,Dual Wavelet Frame In Sobolev Spaces,Best In Rhomb-3,Biorthogonal In Rhomb-4,D4,QuincunxReflection,1,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.597299937507294,0.29649708783837503,11.35544565016746,0.18528515634594045,35.3985879366879,0.9145263185789216,35.3985879366879,0.9145263185789216
124,SD_IN_13_R3_BI_D2_FR,Frame-like Dual Wavelet System,Best In Rhomb-3,Biorthogonal In Rhomb-4,D2,SemiDyadic,1,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.578490518139844,0.29590936224262165,11.438119701068612,0.19181122333002268,36.12654786509102,0.9235650507486977,36.12654786509102,0.9235650507486977
